"RECIPIENT","Recipient","DONOR","Donor","PART","Part","AIDTYPE","Aid type","DATATYPE","Amount type","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"543","Iraq","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.06,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.27,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.23,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.23,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",2.1,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",2.46,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",1.36,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",1.29,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",4.04,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",2.34,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",3.41,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",2.03,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",1.47,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",1.42,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.17,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.29,,
"549","Jordan","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.17,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",4.07,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",1.01,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",2.07,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",4.28,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",2.88,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",1.31,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",11.66,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",4.11,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",2.91,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",2.18,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.89,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",0.74,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.66,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.09,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.08,,
"555","Lebanon","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.04,,
"133","Libya","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.31,,
"133","Libya","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",0.36,,
"133","Libya","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",0.44,,
"133","Libya","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",0.75,,
"133","Libya","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",0.5,,
"133","Libya","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.34,,
"133","Libya","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",1.15,,
"133","Libya","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.14,,
"133","Libya","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.04,,
"133","Libya","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.04,,
"133","Libya","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.04,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.26,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.03,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.14,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",0.24,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",0.25,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.1,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",0.07,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",0.17,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",0.2,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",0.21,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.14,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",0.12,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.45,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.04,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.03,,
"136","Morocco","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.07,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",3.95,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",3.05,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",1.8,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",2.27,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",5.64,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",1.77,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",5.4,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",2.63,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",5.39,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",8.17,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",5.44,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",4.02,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",4.2,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.63,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",1.25,,
"550","West Bank and Gaza Strip","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.71,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.53,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.34,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",1.51,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",4.85,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",2.87,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",2.87,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",2.69,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",3.31,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",3.75,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",4.25,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",2.82,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",2.07,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",1.98,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.62,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.66,,
"573","Syrian Arab Republic","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.59,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.56,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.38,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.41,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",0.51,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",0.34,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.18,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",0.1,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",0.14,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",0.16,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",0.13,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.17,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",0.1,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.07,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.01,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.23,,
"139","Tunisia","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.22,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.03,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.03,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.07,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",0.05,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",0.08,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.08,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",0.05,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",0.05,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",0.1,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",0.18,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.02,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",0.04,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.03,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.01,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.01,,
"580","Yemen","40","Greece","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.01,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.19,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.06,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.11,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",0.16,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",0.02,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.32,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",0.37,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",0.3,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",0.27,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",0.24,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.11,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",0.65,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.48,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.25,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.72,,
"142","Egypt","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.09,,
"540","Iran","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.23,,
"540","Iran","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.38,,
"540","Iran","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",1.23,,
"540","Iran","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",0.71,,
"540","Iran","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.12,,
"540","Iran","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.01,,
"540","Iran","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",0.08,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2000","2000","USD","US Dollar","6","Millions","2015","2015",0.45,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2001","2001","USD","US Dollar","6","Millions","2015","2015",0.42,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2002","2002","USD","US Dollar","6","Millions","2015","2015",0.2,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2003","2003","USD","US Dollar","6","Millions","2015","2015",6.64,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2004","2004","USD","US Dollar","6","Millions","2015","2015",1.22,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2005","2005","USD","US Dollar","6","Millions","2015","2015",0.39,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2006","2006","USD","US Dollar","6","Millions","2015","2015",1.6,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2007","2007","USD","US Dollar","6","Millions","2015","2015",5.71,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2008","2008","USD","US Dollar","6","Millions","2015","2015",4.36,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2009","2009","USD","US Dollar","6","Millions","2015","2015",1.68,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2010","2010","USD","US Dollar","6","Millions","2015","2015",0.93,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2011","2011","USD","US Dollar","6","Millions","2015","2015",0.29,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2012","2012","USD","US Dollar","6","Millions","2015","2015",0.07,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2013","2013","USD","US Dollar","6","Millions","2015","2015",0.17,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2014","2014","USD","US Dollar","6","Millions","2015","2015",0.78,,
"543","Iraq","21","Ireland","1","1 : Part I - Developing Countries","206","ODA: Total Net","D","Constant Prices","2015","2015","USD","US Dollar","6","Millions","2015","2015",1.75,,
